,node_id,name,alias,concept_class,prop_id,definition_text
10,23647,trace conditioning,,,trm_4a3fd79d0b3d7,a form of classical conditioning in which the presentation of the conditioned stimulus and the unconditioned stimulus is separated in time by an interstimulus interval.
11,23648,Hungry Donkey Task,,,trm_50b40bca8cf83,"The Hungry Donkey Task is a version of Bechera&#39;s Iowa Gambling Task for children; it is a test in the areas of cognition & emotion that was originally developed to assist in detecting decision-making impairment in patients with prefrontal cortex damage. The experiment is often computerized and is carried out in real time and resembles real-world contingencies. A donkey chooses from four doors, each with a cost or reward in apples. The objective is to give the donkey the most apples possible. "
12,23649,image monitoring,,,trm_5667436296862,Subjects are serially presented 3 different images (colored squares).  Subjects must monitor the repetitions of these images and press a button when any image reaches 4 repetitions.
13,23650,2nd-order rule acquisition,"2nd-order decision task, second-order rule acquisition",,trm_5667441c338a7,"In this task, subjects are presented with 18 stimuli composed of three dimensions: 3 shapes, 3 orientations and 2 colored borders. Subjects had to learn one of three key responses for each of the 18 stimuli. In the &#34;flat&#34; condition, the 18 stimuli to 3 responses mapping was arbitrary, requiring subjects to individually learn each of the 18 associations. In a hierarchical condition, the colored borders indicated whether &#34;orientation&#34; or &#34;shape&#34; determined the response. This simplifies performance if subjects learn this hierarchical structure."
14,23651,PEBL Perceptual Vigilance Task,"PPVT, psychomotor vigilance task, PVT",,trm_50b55d8a6da00,"This task measures sustained attention and reaction time. A light blinks randomly and the subject is asked to press a button when the they see it. The focus is not on how quickly the subject notices the light, but how often the subject doesn&#39;t notice the light. It is often used to study the effects of sleep deprivation and sleep debt. "
15,23652,orientation match task,,,trm_4fbd2b4bb165c,participants judge whether two objects presented side-by-side are shown with the same orientation
16,23653,Vandenberg & Kuse Tasks,,,trm_4af89b3a925ca,"Paper and pencil Test of mental rotation ability.  Participants must are presented with four 3-D block figures and must select 2 from the group which match a reference figure.  This test is administered under time contraints.  A male advantage is typically seen on this type of task, as measured by test accuracy."
17,23654,color-word stroop task,"Stroop color-word task, Stroop color-word interference task, Stroop color naming task",,trm_4b1968619b00b,"A task in which single words (including names of colors) are presented in colored ink, and the subject is asked to name the color of the ink as quickly as possible. The ink color may either match or conflict with the color name. Accuracy and response time are measured."
18,23655,Penn continuous performance task,PCPT,,trm_4b4a537644d76,"A task in which subjects are presented with a stream of letters, and must respond to one of the letters and refrain from responding to any other letters. The Penn Continuous Performance Test (PCPT) uses a standard CPT paradigm. The participant responds to a set of 7-segment displays presented 1/sec., whenever they form a digit (NUMBERS, initial 3 min) or letter (LETTERS, next 3 min). The number of true positive responses is recorded as the accuracy score and the median response time for true positive responses is the measure of attention speed."
19,23656,word-picture verification task,,,trm_4b65e5e2ab3ca,is an experimental paradigm where a picture of an object is presented along with either an auditory or written word and participants indicate whether the word and the picture refer to the same concept.  It is typically used as a test of semantic memory integrity.
20,23657,block design test,,,trm_4b7497a289534,"the block design test is a subtest of perceptual reasoning index of the Wechsler Adult Intelligence Scale IV. The block design test measures spatial perception, visual abstract processing, and problem solving."
21,23658,embedded figures test,,,trm_4b749b8829eee,"In the embedded figures test, the research participant is shown a complex background figure and asked to describe it. After this, the participant is shown a target (such as the outline of a triangle) and asked to locate the target amid the background figure."
22,23659,same-different task,same-different matching task,,trm_4b75ea4ddd896,"A task which assesses shifting attention. In the computerized version of this task, three spaceships appear on a screen and the participant must determine if the spaceships are all different or all the same. The spaceships can differ in color, size, or shape type. There are three levels of difficulty.  In the first level, the spaceships must all be identical to be considered the same. In the second level of difficulty, the spaceships are considered the same even if they only share two qualities, and in the third difficulty level, the spaceships only need to share one quality to be considered the same. Auditory feedback is given after each response notifying the child whether their answer was correct. "
23,23660,chimeric animal Stroop task,chimerical animal Stroop test,,trm_4b843655d5d75,"A task in which participants are shown pictures of chimeric animals (such as a duck&#39;s head attached to a cow&#39;s body) and asked to name animal that the head belongs to while ignoring the identity of the body, or vice versa.  "
24,23661,rapid automatized naming test,RAN,,trm_4b86c2e871b14,"&#34;Participants are required to name, as rapidly as possible, items presented visually on a chart. Each chart contains five rows of 10 stimuli from a category of five items. Categories include colors, lowercase letters, digits, and common objects. The tests are scored for total number of errors and time in seconds taken to complete each chart.&#34; - (Meyer, Wood, Hart, & Felton 1998)"
25,23662,underlining test,,,trm_4b86c473a7166,"This test involves finding and underlining stimuli among other stimuli.  There are four conditions of the test: finding and underlining letters among other letters, drawings among other drawings, real words among nonsense letter strings, and then specific nonsense words among others.  "
26,23663,WISC-R Mazes,,,trm_4b86c55f3d5df,This task involves completing a series of increasingly complex mazes.  
27,23664,rapid serial object transformation,,,trm_4b86dbcd8ff78,A task where two sets of differently colored superimposed patterns of dots rotate in opposite directions.  The participant is asked to pay attention to on set of dots.  One of the sets of dots will then move across the screen and the participant must say which direction the dots are moving.  
28,23665,Wechsler Abbreviated Scale of Intelligence,WASI,,trm_4b94affc43245,"The WASI meets the demand for a reliable, brief measure of intellectual ability in clinical, educational and research settings for ages 6 to 89 years. With parallel forms of WAIS-IIIUK and WISC-IIIUK subtests, it offers the clinician a means of reducing practice effects on repeat testing. It yields traditional verbal, performance and full scale IQ scores and is linked to the WISC-IIIUK and WAIS-IIIUK. The WASI allows you to choose whether to use the four or two subtest format."
29,23666,Wechsler Memory Scale Fourth Edition,,,trm_4b94b12bf0eb2,"Areas of Assessment

Updated Test Structure

The WMS-IV has had significant changes to the overall test structure. Based on feedback from customers, we are introducing four new subtests and modifying three existing subtests.

4 subtests were added:

    * Spatial Addition
    * Symbol Span
    * Design Memory
    * General Cognitive Screener

3 subtests retained with modifications:

    * Logical Memory
      Although the stories remain the same as seen in WMS-III for ages 16-69 years old, the repetition trial for Story B has been dropped to increase the consistency with previous editions. For the older age range of 65-90 years old, a new story was developed with content more relevant. The story is shorter and repeated once to enable adequate floor through age 90. You can obtain immediate versus delay and recognition versus delay contrast scores.
    * Verbal Paired Associates
      It now includes a combination of difficult and easy items. For the younger age group (16-69 years) there are 14 items of which 10 are hard. For the older age group (65-90 years), there are 10 items of which six are hard. Delayed Free Recall Trial has been added while Recognition Trial has increased its level of difficulty. You can obtain immediate versus delay and recognition versus delay contrast scores.
    * Visual Reproduction
      While following the same structure and format as seen in WMS-III, there have been a few changes to the subtest. Recognition Trial has been shortened and scoring has been improved. Based on Munro Cullumâs research, scoring is easier and faster than previously experienced and emphasizes recall with less focus on drawing accuracy. You can obtain immediate versus delay and recognition versus delay contrast scores.

8 subtests were eliminated:

    * Information & Orientation
    * Spatial Span
    * Mental Control
    * Faces
    * Digit Span
    * Family Pictures
    * Letter Number
    * Word List (CVLT-II can be entered int"
30,23667,MicroCog,,,trm_4b9568b2865c2,a commercially developed computerized assessment battery designed to detect early signs of cognitive impairment
31,23668,letter number sequencing,letter-number sequencing,,trm_4c3e0a9576c3b,a task that requires the reordering of an initially unordered set of letters and numbers
32,23669,oculomotor delayed response,,,trm_4c3e0add96550,a task that requires an eye movement to be made to a cued location after a delay
33,23670,operation span task,OSPAN,,trm_4c40d10cd776e,"A task in which subjects are asked to perform a simple mathematical verification (e.g., 4/2 +1 = 3) and then read a word, with a recall test following some number of those verify/read pairs.  The maximum number of words that can be recalled is the &#34;operation span&#34;."
34,23671,reading span task,,,trm_4c40d168898db,"A task that requires participants to read series of unconnected sentences aloud and to remember the final word of each sentence of a series (grouped according to the total number of sentences). With each sentence presented on a card, participants were cued to recall the memorized end-of-sentence words in their original order by a blank card at the end of a series. The number of sentences of a series was incrementally increased until a participant&#39;s reading span, or the maximum number of final words correctly recalled, was found. (From http://en.wikipedia.org/wiki/Reading_span_task)"
35,23672,listening span task,,,trm_4c40d1d16071e,A task in which subjects must listen to a set of sentences and remember the last word in the sentence.  The number of words that can be recalled is the &#34;listening span.&#34; 
36,23673,AX-CPT task,Continuous performance Test - AX version,,trm_4c40d2a93ea15,"A version of the continuous performance task in which subjects are told to make one response for the letter X when it was preceded by the letter A, and another response for all other stimuli. AX trials are &#34;target trials&#34;; in these types of trials a valid cue is followed by a valid probe. The 3 other trial types are &#34;Non-target trials&#34; in which either a valid cue is followed by an invalid probe (&#34;AY&#34; type trials) or an invalid cue is followed by either a valid or invalid probe (&#34;BX&#34; or &#34;BY&#34; probes, respectively). "
37,23674,self ordered pointing task,"self ordered pointing task, SOPT",,trm_4c40d325977f0,"A task in which a set of stimuli is presented, and subjects must point to one stimulus at a time, without ever pointing at the same stimulus twice."
38,23675,keep-track task,,,trm_4c40d4054f38b,"A task in which subjects are first shown a set of categories to keep track of for a particular trial (e.g., animals, colors, and countries).  They are then presented with words (including words from each category), and must remember the last word that was presented from each of the categories and recall those words at the end of the trial.  "
39,23676,acupuncture task,,,trm_4c8989e1f3df7,"subjects are monitored for their cognitive, behavioral, and/or physiological responses to stimulation with filamentous needles"
40,23677,braille reading task,,,trm_4c898a20eb254,Blind subjects read Braille words with their finger(s).
41,23678,breath-holding,,,trm_4c898a680e424,The subject is cued to breathe in and then hold their breath for an extended period of time.
42,23679,chewing/swallowing,,,trm_4c898a8fd3afb,"Subjects chew an oral stimulus that is not food (e.g., gum) or swallow their own saliva.  If the oral stimulus is food or liquid that is swallowed, then the correct paradigm class is eating/drinking"
43,23680,pavlovian conditioning task,classical conditioning task,,trm_4c898acd1f28e,"participants encounter a stimulus (designated the &#34;conditional stimulus&#34; or CS and being one without inherent significance) is paired with an unconditional stimulus or US, so named because it is biologically significant (e.g. food, sex, drug, pain), so that the participant responds to the former in a way that conveys his or her association of the two; subtypes of classical conditioning vary the temporal relationship between the CS and US."
44,23681,Counting/Calculation,,,trm_4c898b02722d2,"Subjects count, add, subtract, multiply, or divide various stimuli (numbers, bars, dots, etc)."
45,23682,cued explicit recognition,,,trm_4c898b29660b0,"Subjects view a list of items (words, pictures, sounds, or abstract patterns) prior to scanning.  During scanning, probe words are presented and subject recall if the words are familiar or unfamiliar."
46,23683,deception task,,,trm_4c898b4b463aa,Subjects are asked to perform a task and either lie or be truthful in their responses.
47,23684,deductive reasoning task,,,trm_4c898b8c2d071,Participants generate or evaluate conclusions based on given or well-known premises.
48,23685,divided auditory attention,divided attention test,,trm_4c898bbab4fd4,"During the performance of an unrelated task, subjects simultaneously respond to auditory stimuli (tone or word discrimination, with or without distractors).   Also often co-coded with Tone Monitor/Discrimination."
49,23686,drawing,,,trm_4c898be57fcbc,"Subjects draw lines, circles, or drawings using a pen or stylus."
50,23687,eating/drinking,,,trm_4c898c0786246,None
51,23688,encoding task,,,trm_4c898c33ee5f8,"Subjects view stimuli (words, pictures, letters) and are instructed to memorize them."
52,23689,episodic recall,,,trm_4c898c8bf1b4f,"Subjects recall items from episodic memory (autobiographical history, long-term event memories).  This class is commonly used in generating a type of emotion linked to a specific memory.  This class does NOT include tasks which probe semantic memory (memory of facts or concepts) in which subjects are asked to recall stimuli that were memorized prior to scanning - those are coded as Cued Explicit Recognition."
53,23690,face monitor/discrimination,,,trm_4c898cb4ada49,"Subjects are presented with human faces and are instructed to view them passively or discriminate according to their order, gender, location, emotion, or appearance.  If the subjects view the faces passively, then the experiment is NOT co-coded with Passive Viewing."
54,23691,film viewing,,,trm_4c898da401420,Subjects view movie or film clips passively or are required to make a discrimination when the clip is over.
55,23692,finger tapping task,,,trm_4c898f079d05e,"Subjects tap their fingers according to a visual, auditory, or no cue."
56,23693,fixation task,,,trm_4c898f72228f3,Subjects fixate on a visual target.
57,23694,flashing checkerboard,,,trm_4c898f8f297ac,Subjects view a flashing checkerboard.
58,23695,flexion/extension,,,trm_4c898fad429ed,"Subjects move (flex and extend) their hands, arms, legs, feet, lips, tongue, etc."
59,23696,free word list recall,,,trm_4c898fc6722f4,Participants view a list of words and after a delay are asked to freely recall the words presented.
60,23697,grasping task,,,trm_4c898ff0bea97,"Subjects grasped or gripped a presented stimulus with their hand or mimicked grasping one that was not physically presented (i.e., was imaginary or presented as a picture or video)."
61,23698,imagined movement,,,trm_4c899005b11d5,"Subjects imagine performing some movement (e.g., finger tapping, reaching)."
62,23699,imagined objects/scenes,,,trm_4c89903149aeb,"Subject generate vivid images of objects, places, concepts, hypothetical events (not in their past), or the completion of tasks."
63,23700,isometric force,,,trm_4c8990480ad0f,Subjects use their hands or fingers to apply isometric force or complete a precision grip task.
64,23701,mental rotation task,,,trm_4c8990810541d,Subjects view visual stimuli (2D or 3D) and determine whether and to what extent they are rotated between trials.
65,23702,micturition task,,,trm_4c89909cc1f33,"Subjects think about voiding urine, provide urine samples, or keep a micturition diary."
66,23703,music comprehension/production,,,trm_4c8990b07a037,Subjects listen to music passively or are asked to sing overtly.
67,23704,naming (covert),"covert naming task, covert production task",,trm_4c8990c87035d,"Subjects view objects (pictures, line drawings, etc.) and name them silently"
68,23705,naming (overt),"overt naming task, reading aloud task",,trm_4c8990e187dc7,"Subjects view objects (pictures, line drawings, etc.)  and name them aloud."
69,23706,non-painful electrical stimulation,,,trm_4c8990f59266f,Subjects are electrically stimulated below pain threshold.
70,23707,non-painful thermal stimulation,,,trm_4c89910b7f8bc,Subjects experience thermal stimulation (heat) below pain threshold.
71,23708,olfactory monitoring/discrimination,,,trm_4c89912c79030,"Subjects are presented with odors and are instructed to smell them passively or to discriminate according to some feature (pleasant/unpleasant, strong/weak, same/different, etc.)."
72,23709,orthographic discrimination,,,trm_4c89913f80802,"Subjects view letters and discriminate according to some feature (uppercase/lowercase, alphabetic order, same/different spelling of words, vowel/consonant, font size, etc.)."
73,23710,pain monitor/discrimination task,pain judgment task,,trm_4c8991c5beb0a,Subjects experience thermal or electrical stimulation at a painful threshold.
74,23711,paired associate recall,,,trm_4c8991e6e8597,"Subjects are shown paired stimuli prior to the task.  During the task, subjects are shown a single stimuli and are asked to recall the associated pair.  Stimuli may be words, faces, objects, etc."
75,23712,passive listening,,,trm_4c8991fadfe01,"Subjects listen to various auditory stimuli and make no response.  Stimuli include speech (words, sentences), noise, tones, etc.  If the stimulus is tones, then the experiment is co-coded with Tone Monitor/Discrimination."
76,23713,passive viewing,passive watching,,trm_4c899211a965c,"Subjects view various visual stimuli and make no response.  Stimuli include houses, faces, objects, fractals, letter strings, line drawings, complex scenes, etc. If the presented stimuli were faces, the experiments are co-coded with Face Monitor/Discrimination.  But if the presented stimuli are words, the experiments are not coded as passive viewing but rather as reading (covert)."
77,23714,phonological discrimination,phonological decision task,,trm_4c89922cb6402,"Subjects view or listen to phonemes, syllables, or words and discriminate according to some feature of their sounds (rhyming, number of syllables, homophones, etc.)."
78,23715,pitch/monitor discrimination,pitch discrimination task,,trm_4c89924414c69,"Subjects are presented with various stimuli (human speech and non-speech vocalizations, animal vocalization, mechanical noise, etc.) and are instructed to listen to them passively (also co-coded with Passive Listening), or discriminate based on pitch (pleasant/unpleasant, same/different, duration, familiar/unfamiliar, male/female)."
79,23716,pointing,,,trm_4c89926767870,"Subjects look and point at a target (e.g. cursor with their arm, hand, finger, or shoulder)."
80,23717,reading (covert),"covert reading task, silent reading task, silent production task",,trm_4c8a82ba8a538,"Subjects view words, pseudo-words,  Asian characters, phrases, or sentences and read them silently."
81,23718,reading (overt),,,trm_4c8a82eeaa58f,"subjects view words, pseudo-words, logograms, phrases, or sentences and read them aloud."
82,23719,recitation/repetition (covert),,,trm_4c8a830dec136,"Subjects silently repeat or recite phonemes, words, or well-known text (nursery rhymes, Pledge of Allegiance, months of the year, etc.)."
83,23720,recitation/repetition (overt),,,trm_4c8a8329cb8ff,"Subjects repeat or recite phonemes, words, or well-known text (nursery rhymes, Pledge of Allegiance, months of the year, etc.) aloud."
84,23721,rest eyes open,,,trm_4c8a834779883,Subjects rest passively with their eyes open. Often used as a baseline for comparison for other tasks.
85,23722,Motor Screening Task,(MOT),,trm_50f72e93ea9e3,"The Motor Screening Task is typically administered at the beginning of a battery, and serves as a simple introduction to the touch screen for the participant. If a participant is unable to comply with the simple requirements of this task it is unlikely that they will be able to complete other tasks successfully. This task therefore screens for visual, movement and comprehension difficulties."
86,23723,sequence recall/learning,,,trm_4c8a83cac75f5,"Subjects learn and/or perform a complex sequence of finger tapping, button pressing, pointing/clicking, or various other motor responses."
87,23724,spatial location/discrimination,,,trm_4c8a83f27ac55,"Subjects view shapes or other stimuli (letters, pictures, numbers, or arrows) and discriminate according to their location, orientation, or size."
88,23725,subjective emotional picture discrimination,,,trm_4c8a840d6f969,"Subjects view pictures and are instructed to respond to emotional pictures, to indicate which pictures are pleasant/unpleasant or funny/not funny, or rate the valence of emotional pictures."
89,23726,syntactic discrimination,,,trm_4c8a842512a33,Subjects viewed grammatically correct and incorrect sentences and discriminate according to their grammar.  This class also includes morphosyntactic tasks such as gender discrimination of words.
90,23727,tactile monitor/discrimination,,,trm_4c8a843d8d352,"Subjects experience tactile/somatosensory stimulation and are asked to attend passively or discriminate according to some feature (shape, texture, same/different, frequency of presentation,  etc.)  Also includes: subjects are presented with 3-dimensional objects and are asked to manipulate them in their hands and probe their features."
91,23728,theory of mind task,TOM task,,trm_4c8a8467304e2,Subjects are asked to perform a task involving the understanding of another&#39;s personal beliefs and feelings or forming hypotheses regarding the mental states of others.
92,23729,tone monitor/discrimination,"tone discrimination task, tone monitoring task",,trm_4c8a84825c4e4,"Subjects are presented with tones and are instructed to listen to them passively (also coded as passive listening) or discriminate according to their order, timing, pitch, frequency, or amplitude."
93,23730,vibrotactile monitor/discrimination,,,trm_4c8a84afdd863,"Subjects experience vibrotactile stimulation to the hand, finger, arm, toe, or lip."
94,23731,video games,,,trm_4c8a84d4c4157,None
95,23732,visual attention task,,,trm_4c8a84f20dde2,"This category is a catch-all for visuoattention paradigms.  Examples include:  subjects press a button when a visual target (letters, bars, circles, asterisks, LEDs, etc) appears; subjects detect changes in luminance, shape, or color of visual stimuli; subjects fixate on a central stimuli while ignoring peripheral distractors.  Also includes cued, attention shift, and divided attention paradigms."
96,23733,visual pursuit/tracking,tracking task,,trm_4c8a85534241d,"Subjects view a moving target(s) and track its movement across the screen.  Frequently, stimuli are moving dots."
97,23734,whistling,,,trm_4c8a8575d1e55,"participants are cued to inhale and to whistle at fixed intervals, usually during some measure of brain physiology"
98,23735,word stem completion (covert),WSC,,trm_4c8a858da803d,Subjects view word stems and silently generate a word that completes the stem.
99,23736,word stem completion (overt),"word stem completion task, WSC",,trm_4c8a85a4564b2,Subjects view word stems and overtly generate a word that completes the stem.
100,23737,writing task,,,trm_4c8a85c5c75eb,"Subjects write letters or words with a pen, stylus, or their finger."
101,23738,mixed gambles task,,,trm_4cacee4a1d875,"Subjects are presented with gambles in which they have a 50% chance of gaining some amount of money and a 50% chance of losing some other amount of money.  The subject decides whether or not they would accept the gamble.  The amount of the potential gain and loss are varied across trials.  Gambles are not resolved during performance of the task; after the end of the task, some gambles are chosen at random and played for real money if they were accepted. "
102,23739,Probabilistic classification task,"probabilistic classification learning task, weather prediction task",,trm_4cacf22a22d80,"Subjects are presented with a set of stimuli and must classify those stimuli into one of two categories. In a common version known as the &#34;weather prediction task&#34; the stimuli are cards with geometric shapes on them and the outcomes are rainy versus sunny weather.  The feedback is probabilistic, and performance is measured by the proportion of statistically optimal responses."
103,23740,conditional stop signal task,,,trm_4cacf3fbc503b,"A task in which an external stimulus signals the participant to interrupt an already-initiated motor response, but only for a subset of possible responses.  "
104,23741,action imitation task,,,tsk_4a57abb94981d,A task in which a participant sees another person perform an action and later performs the same action him/herself.  Imitation can be immediate or delayed.  It can be instructed or elicited implicitly (without the participant&#39;s conscious awareness).  The actions imitated can be familar/meaningful actions or unfamilar/meaningless actions.
105,23742,action observation task,,,tsk_4a57abb949846,Subjects view images of actions in order to learn the action themselves. 
106,23743,adult attachment interview,,,tsk_4a57abb949858,Standardized interview used to assess developmental and attachment history.  
107,23744,antisaccade/prosaccade task,antisaccade task,,tsk_4a57abb949869,Subjects view a fixation point and a visual target is presented.  Subjects are instructed to make a saccade away from the target (antisaccade) or to the target (prosaccade).
108,23745,rapid serial visual presentation task,,,tsk_4a57abb949879,attentional processing of a first stimulus interferes with and/or delays the allocation of attention to a second stimulus if the second is presented before the processing of the first has been completed.
109,23746,audio-visual target detection task,,,tsk_4a57abb949889,"This task pairs auditory and visual stimuli. Participants are asked to indicate when the paired stimuli are presented in synchrony, or to identify the locations of the stimuli among distracting visual and auditory information."
110,23747,backward digit span task,,,tsk_4a57abb94989b,"In a typical test of memory span, a list of random numbers or letters is read out loud or presented on a computer screen at the rate of one per second. The test begins with two to three numbers, increasing until the person commits errors. At the end of a sequence, the person being tested is asked to recall the items in reverse of the presented order."
111,23748,behavioral rating inventory of executive function,BRIEF,,tsk_4a57abb9498ab,"used for evaluating and planning treatment strategies for a wide spectrum of developmental and acquired neurological conditions, including learning disabilities, low birth weight, ADHD, Tourette&#39;s disorder, Traumatic Brain Injury, and Autism; consists of 8 non-overlapping clinical scales that form two broader indexes: Behavior Regulation (three scales) and Metacognition (five scales). A Global Executive Composite score is also produced; completed by parents and teachers, is suitable for children as young as 5 years old."
112,23749,Benton facial recognition test,,,tsk_4a57abb9498bc,A tool used to assess deficits in facial recognition.
113,23750,Birmingham object recognition battery,,,tsk_4a57abb9498ce,"a set of standardized procedures for assessing neuropsychological disorders of visual object recognition which includes tests to assess low-level aspects of visual perception (using same-different matching of basic perceptual features, such as orientation, length, position and object size), intermediate visual processes (e.g., matching objects different in viewpoint), access to stored perceptual knowledge about objects (object decision), access to semantic knowledge (function and associative matches) and access to names from object (picture naming)."
114,23751,block tapping test,,,tsk_4a57abb9498df,"tool used for assessment of visual short-term memory and implicit visual-spatial learning. An examiner taps a series of blocks and the subject must repeat in the correct sequential order. If the sequence is correct, the examiner adds another tap to the next sequence."
115,23752,boston naming test,BNT,,tsk_4a57abb9498ef,"assesses the ability to name pictures of objects through spontaneous responses and need for various types of cueing, inferences can be drawn regarding language facility and possible localization of cerebral damage."
116,23753,California Verbal Learning Test-II,,,tsk_4a57abb949900,"A comprehensive and detailed assessment of verbal learning and memory available for older adolescents and adults. In addition to recall and recognition scores, it measures encoding strategies, learning rates, error types, and other process data."
117,23754,Cambridge Face Memory Test,,,tsk_4a57abb949912,a test with high reliability and validity that assesses the ability to learn and then recognize six new faces.
118,23755,category fluency test,,,tsk_4a57abb949923,"a psychological test in which participants have to say as many words as possible from a category in a given time (usually 60 seconds), this category can be semantic, such as animals or fruits, or phonemic, such as words that begin with letter p."
119,23756,choice reaction time task,,,tsk_4a57abb949934,"Choice reaction time tasks require distinct responses for each possible class of stimulus. For example, the subject might be asked to press one button if a red light appears and a different button if a yellow light appears."
120,23757,Clinical Evaluation of Language Fundamentals-3,,,tsk_4a57abb9499a8,3rd edition of an assessment used to evaluate the nature and extent of language difficulties in school children and adolescents.
121,23758,color-discrimination task,,,tsk_4a57abb9499b8,is a behavioral task where a subject is to make specific responses when presented with particular colors.  The responses to the various colors are then evaluated to see if the subject was able to discern between different colors.    
122,23759,continuous recognition paradigm,,,tsk_4a57abb9499c7,"In the continuous recognition paradigm, study and test phases are not separate entities, but rather, items are continuously presented and the participant is instructed to respond to an item as &#34;old&#34; if it has been seen before (generally presented a second time) in this continual stream of item presentation. Items that were correctly called &#34;old&#34; are the subsequently remembered trials, and items that were &#34;missed&#34; (not called old upon second presentation) make up the subsequently forgotten trials. "
123,23760,cups task,,,tsk_4a57abb9499d5,"On each trial, participants choose between a risky and safe option. Each trial involves either gains or losses. The options are presented as a choice of cups. The risky option involves two to five cups, one containing a gain (loss) of $2, $3 or $5, and the others containing $0. If the latter option is selected, the payoff from one cup is selected at random. The safe cup offers a sure gain (loss) $1."
124,23761,delayed match to sample task,"dms task, delayed matching to sample task",,tsk_4a57abb9499e3,"Subjects view an item(s). After a brief delay a probe item is presented and subjects are asked to recall if the probe item was presented before the delay (during encoding). Stimuli can be words, pictures, or abstract patterns. "
